walking_violation,unsafe_movement_score,improper_tool_usage,phone_usage_freq,distraction_score,work_speed,task_sequence_error,risk_trend,past_incidents,human_risk_label
3,0.14348519781195634,4,15,0.8795230604692313,1.12,2,0.32300447560789436,3,99
9,0.14788444948963064,4,6,0.9475800853109254,1.14,5,0.27572220653019497,5,91
5,0.467759060758576,3,6,0.6312932574213473,0.91,3,0.7839560242257008,1,99
7,0.19502004416500673,2,20,0.5079822182130724,1.25,1,0.7412833165223237,6,96
9,0.20384193054871824,4,19,0.6937887020472042,1.13,5,0.8248629846411397,5,100
7,0.8411685040436884,2,12,0.7394080604435586,0.92,3,0.3028248095906706,6,80
10,0.9317094369837816,2,16,0.9270922713466138,1.01,4,0.874986206554583,4,86
2,0.5975009807760402,2,8,0.6057706460636129,1.21,3,0.7377384110763506,7,87
9,0.9891391602310735,5,20,0.7276589822894017,1.07,0,0.4017827732885122,0,86
10,0.17559181003547952,0,15,0.43382061731801913,1.01,4,0.8743938046420873,5,93
3,0.3866026770755766,4,5,0.8458057675285554,1.28,3,0.32579706421265575,1,83
5,0.7459865860688049,4,2,0.9149513653603003,0.92,0,0.45014695593988496,5,81
1,0.49488814237433143,1,5,0.4079112464305138,1.27,1,0.41135038199317187,5,50
1,0.5556819545090806,2,10,0.4418793247443358,0.76,0,0.9991877274521735,4,83
2,0.23557880071375192,2,14,0.5132372375803825,1.22,4,0.4897031888849801,8,92
8,0.5875883988194637,5,4,0.5015293925224995,1.24,5,0.813853254607106,2,89
0,0.6068409347311887,5,3,0.8783083825555877,1.29,5,0.0692265859081761,9,88
2,0.051609912287326365,5,4,0.9916023564238131,0.97,3,0.8881038036016272,8,87
1,0.3948836352940116,3,2,0.16108532762168148,1.06,1,0.3024380493225943,10,90
5,0.18800989669680013,0,5,0.13877898545170297,0.76,0,0.47574824131519844,6,50
5,0.6800604265206321,1,5,0.023919300765239182,0.94,5,0.8277381247401293,8,89
7,0.6156632903569302,1,14,0.032491951659624596,1.08,2,0.8688462386516677,5,99
0,0.9668813731266096,0,9,0.5192307052972288,1.2,2,0.8153121471985534,3,100
6,0.37469716781020523,3,20,0.12206466165991581,1.04,2,0.9286456343308305,7,88
7,0.37811044891626133,0,8,0.7721031486173069,1.18,5,0.7346813346991666,9,95
6,0.33454527403154677,4,18,0.493717843370551,1.08,3,0.9748937483589314,1,84
1,0.3882105419600518,2,13,0.24726652883615707,1.17,3,0.46343985430841883,8,83
6,0.8471370911345758,0,18,0.612556370474989,1.25,1,0.3333468980571266,0,85
0,0.5388540416157421,4,3,0.342973431099288,0.73,0,0.9314005599716402,1,50
7,0.42218762560413725,3,16,0.8474239929211647,0.85,3,0.47857589522122757,1,91
1,0.963451636843106,2,10,0.8175596905684884,0.98,4,0.8645582583917831,0,82
4,0.9295735065768678,1,19,0.7077635256706178,1.11,4,0.2527258338941992,7,89
9,0.32751474394822255,0,8,0.5695497583842669,0.75,2,0.5861120357295249,2,96
6,0.10701338436730423,3,13,0.18524406120592884,1.05,5,0.1657358470836574,10,86
3,0.9386136247156885,1,1,0.5407937660862109,1.11,0,0.0275858059212728,5,50
10,0.736319891191833,3,15,0.8245962356963594,1.23,2,0.9291102714111562,9,87
10,0.04273700733715857,4,3,0.8645309256677087,0.82,1,0.29926684037089524,10,92
1,0.5311083460387156,5,2,0.9575475853547657,0.99,2,0.03537677449595533,0,50
7,0.11827900293067795,1,10,0.5504427467106446,1.07,0,0.2892152922114978,0,50
6,0.42988406809798396,3,14,0.5871503018591753,1.15,4,0.33549029237398953,8,87
1,0.6921133270798998,2,11,0.8706514908524517,1.0,0,0.35386124665309715,0,50
9,0.8212659726510844,2,9,0.8035349249767528,0.81,2,0.04680983326414412,2,89
2,0.5872323319769223,3,15,0.30821717426988005,1.15,1,0.46046927757573086,10,84
4,0.0813457522265415,3,15,0.5280122319314665,0.81,1,0.40704674437201194,3,89
8,0.732350168836819,4,19,0.3125605345243596,1.22,4,0.8378692371104017,6,89
9,0.2190955707260751,2,6,0.6347815908018448,1.02,2,0.7249843531903963,5,81
3,0.4204818164281863,3,5,0.519558431399416,1.04,0,0.30430385597265275,8,82
0,0.08209206568875316,5,19,0.18846366974857331,1.28,4,0.2701987791666245,9,100
4,0.541981518632756,0,13,0.05062918182607279,1.03,5,0.8960819121807685,6,85
2,0.6306168827957768,0,6,0.1655488259641944,1.23,3,0.656161631770141,7,85
3,0.6969615164364387,1,12,0.9074933032244328,1.06,4,0.7239984673831181,5,83
3,0.5822289933931365,4,7,0.8379463050840824,1.25,3,0.6300646221405093,5,94
1,0.14067801345838038,1,16,0.23485876570041864,1.24,0,0.239112933215343,0,50
4,0.835236325489889,5,14,0.0433621846735206,1.01,5,0.0807608078240879,8,100
4,0.26384317823355696,5,7,0.7105067527997461,0.91,3,0.7552205936247038,4,86
8,0.9048552410353335,2,17,0.12454609694052243,1.22,3,0.03493462301370187,10,83
2,0.1611017478373542,4,9,0.6537571954947418,0.95,2,0.21631973158879936,2,98
3,0.2911488314879568,0,5,0.7782027968271417,0.77,5,0.705487767005383,10,99
7,0.3784366750360447,2,9,0.20821280480887505,1.19,2,0.453409067039549,3,81
2,0.6750068390682593,5,20,0.6802216040946678,1.23,2,0.8188027009361025,4,87
1,0.43679060042548357,1,19,0.03237200624406922,0.91,3,0.8978864445187467,6,95
6,0.37819782488355846,0,18,0.34882498996653766,1.26,0,0.9124966003400515,2,83
2,0.8817728400134379,0,12,0.41988309395391754,0.92,1,0.8567052028773142,6,80
4,0.5276294178692702,0,18,0.6764303863859528,0.96,1,0.5051468642974404,0,86
7,0.8992261419015067,3,8,0.40072800755105764,0.72,2,0.8147587440548335,6,85
7,0.4455421888163582,1,11,0.47370004419984124,1.22,4,0.3647337193551231,2,81
0,0.599011222798234,0,4,0.2851832194141034,1.2,0,0.44531304931692084,8,50
10,0.7553606048938171,1,14,0.2175629093144701,1.08,0,0.8057625279889695,3,83
8,0.9521461665746923,1,0,0.3076109276576243,0.81,3,0.4543704342319421,10,82
2,0.4469511257666663,0,10,0.6018444052217734,1.05,3,0.49985993412107266,5,98
3,0.4798412163755835,2,17,0.2792157206082514,1.0,3,0.5351304388095314,2,100
4,0.8762571455032576,4,16,0.5850614226411818,0.95,3,0.19741893145697287,9,98
5,0.9835546245413388,1,15,0.6652902003666181,1.0,5,0.03999171309505822,0,90
5,0.5346911511572466,3,14,0.01732859154981181,1.3,2,0.2548841503132627,8,85
6,0.3779656568344223,4,7,0.9045013828078647,1.12,2,0.537593732499819,0,91
0,0.3738208325832867,3,14,0.35903252816197495,1.15,1,0.06684144572168482,10,81
5,0.28081319037089103,1,10,0.7897333605224136,0.76,4,0.26995402876371033,2,90
3,0.18649380635154267,0,6,0.6200107735174378,0.72,2,0.864713526230665,2,50
7,0.7445763788917094,1,6,0.7714611344921641,1.12,5,0.5832691801342338,4,86
2,0.4183405505815285,5,5,0.28657672626668684,1.25,5,0.6129224755097729,1,95
10,0.8636924047491729,3,14,0.11350104497795765,0.81,4,0.09985953141239823,6,94
2,0.29220021365610727,5,9,0.8251514330233815,0.99,4,0.9307044570830271,4,80
4,0.6322480475356715,4,8,0.6883735211554247,1.29,2,0.24208072020548932,4,95
8,0.10532207240369773,1,18,0.3945157435980625,0.88,2,0.8579711903390455,10,89
10,0.3228570764322384,1,8,0.7159922429650458,0.76,5,0.7206549458873366,8,93
0,0.157145579444528,1,8,0.8239907409443818,1.17,2,0.3898214628806548,1,50
3,0.7173437165200489,5,9,0.14056170723501338,1.19,4,0.5960912246065477,10,81
0,0.2563577112578753,0,19,0.6007136859869983,0.92,2,0.8939716962397878,6,80
0,0.9528892688238761,5,3,0.32081416225937665,0.72,3,0.894095810700091,5,80
3,0.5039928943898715,0,2,0.9426478748815755,1.05,0,0.6254808476703206,1,50
1,0.8286787196993944,1,9,0.6791827327699353,1.19,1,0.16231081067092967,8,82
0,0.6219729332011319,1,7,0.8468059566872737,1.18,3,0.5951908313213424,4,81
8,0.5204524883217483,1,18,0.007540737568696332,1.28,5,0.9285853584762154,9,99
3,0.5413094990510228,0,1,0.6642738094639699,0.75,0,0.10738325901786006,8,50
6,0.5972095656496287,1,6,0.6165235898747643,0.98,5,0.09662657656397489,5,83
3,0.06003719873777391,5,20,0.18981687739152708,1.19,3,0.9977686017246324,10,80
2,0.20601931572390086,0,15,0.3254398975182682,1.15,5,0.4053376019163425,4,84
3,0.8054379876694049,5,14,0.9096985777549151,1.12,0,0.24469383049018667,8,94
7,0.43795524825581356,3,4,0.9451313048714733,0.72,5,0.9414570179717564,4,98
7,0.7796467768010577,0,13,0.3362472098191397,0.72,2,0.9593305572971019,4,93
4,0.5336668909559426,0,12,0.39964749219581586,0.99,1,0.10438068082284413,2,50
0,0.24014788197653358,1,1,0.6812932463358193,0.98,3,0.2180002381890609,7,50
5,0.14378950926388834,0,19,0.6450535322877415,1.11,5,0.4853669553639077,4,88
1,0.43490287412784334,3,17,0.7638073577515285,0.97,5,0.009957601667833438,8,83
5,0.577254978473389,3,20,0.7085624266964151,0.85,2,0.5674866947572037,0,98
3,0.9944314339787309,1,6,0.8889502195605713,0.7,1,0.08008298291143157,10,98
9,0.6469773412024866,1,7,0.2097067207343699,0.8,4,0.8852763945031809,7,98
7,0.1329472683143481,4,11,0.20801214386509803,0.76,3,0.8471246151019941,1,85
2,0.3178333544282643,4,4,0.35076514576872053,1.02,5,0.6659114331904854,2,99
2,0.26495633547748976,3,8,0.8654163558848486,0.99,1,0.8761498159994698,0,84
9,0.5427447629228185,4,19,0.474974085210768,0.8,0,0.9591178384492903,7,81
4,0.9885314088310576,3,11,0.9641683872374887,1.16,3,0.2968181518488532,3,82
3,0.8995206616048156,0,6,0.06689521475140037,0.99,2,0.7470434923853555,9,100
2,0.33941120490387844,0,3,0.9476930255338489,1.23,5,0.5737929818337316,10,83
6,0.0766027011289484,4,8,0.18700202480069483,1.05,3,0.2504122573562986,10,83
9,0.3317204196207426,3,6,0.2976954034223176,1.16,5,0.11449161389911666,7,86
5,0.053931118231435815,5,19,0.7854487618396118,0.96,0,0.9003705551286908,8,96
0,0.891811410907003,5,4,0.1480913052575401,1.05,5,0.714738710117009,7,95
7,0.015025262328168032,1,19,0.9323524953821994,1.29,2,0.5591991498474448,2,81
5,0.018410373555771353,3,17,0.1597625946650708,0.83,5,0.29016967044634123,8,82
9,0.0990361984608078,3,9,0.32352607970420544,0.77,4,0.5231301139662303,7,88
3,0.809677465314307,5,18,0.08081131875522962,1.06,1,0.42757010010592744,10,82
0,0.4574857133610778,3,20,0.6882075132430114,1.26,4,0.6940176008059294,0,86
1,0.13381789564378888,3,20,0.9837169354555554,0.81,2,0.188796983811521,5,98
3,0.815026576656033,1,9,0.29021693266170945,0.82,2,0.5930654555081569,4,99
1,0.543301309934938,3,18,0.979355057992524,1.06,0,0.15943068381879255,7,95
8,0.09384443617198668,3,0,0.9159009441059173,0.96,0,0.9053410777247525,1,50
10,0.12937724579682508,1,5,0.4421760399169341,1.01,2,0.227730728689435,4,50
8,0.11243191512482631,3,20,0.8810619564830137,1.23,5,0.6179703717221454,5,98
1,0.8682785068263236,3,19,0.2637456736037984,1.21,5,0.7499923486623536,0,85
6,0.9695294718331112,4,10,0.16039662880722272,0.98,2,0.21343876730636357,1,93
6,0.6955214100299185,3,20,0.832072107565223,0.9,1,0.991194152205551,1,95
7,0.1585657382456067,2,8,0.8598171967425774,0.97,5,0.9835755096533645,4,85
2,0.3746441111262474,0,7,0.4221127415843201,1.07,0,0.6317858699284906,9,50
2,0.2198113263096133,0,15,0.9287188735643744,0.72,3,0.6169892385788586,6,88
8,0.41021900193901395,0,4,0.1442136819294717,0.82,3,0.8115473719120782,4,82
7,0.20524474882773736,0,15,0.793327829535023,1.05,4,0.9453967711793486,3,93
5,0.9500346478057393,5,10,0.9408607587316314,1.29,4,0.5240395210895257,2,86
9,0.23129490548166898,5,5,0.9616386513356577,1.01,4,0.6085473168024605,7,82
6,0.32344500434747425,0,18,0.03174895733803573,1.03,0,0.2992955978772237,3,50
3,0.45103528303895546,0,11,0.42375203948479534,1.14,1,0.9076429246306822,3,98
8,0.752701659661118,0,6,0.9655055346754821,0.99,0,0.603446100914723,7,95
8,0.20571184092945993,2,3,0.8172664359403036,1.12,2,0.7567968003557631,4,93
9,0.10237047684401435,5,13,0.25745169825174297,0.72,0,0.8822916338279234,3,93
0,0.929542424591797,5,3,0.6745335380264844,0.86,1,0.018170177023088097,4,96
4,0.7237223589512314,1,15,0.552181631158348,1.11,4,0.6174913020479144,6,83
4,0.8030136901998957,4,17,0.7287630522643533,1.12,5,0.7471294017459731,8,94
8,0.03100686988397472,1,18,0.2385428758874495,1.08,5,0.7818816543929706,8,80
2,0.2986812038598907,2,13,0.707042696114283,0.93,0,0.26452535727655624,7,91
3,0.6181378975940678,3,12,0.7066998309842276,0.84,5,0.815327294273434,3,89
8,0.11387127107452544,5,6,0.8324061394396368,0.76,2,0.5349782546820117,8,83
4,0.45291219968486063,5,12,0.33841231604094757,1.25,4,0.30818912568236034,2,83
7,0.5370659060954789,5,1,0.7303335151462356,1.27,4,0.8721376854114892,7,98
6,0.7435593012751852,4,6,0.9731932024909578,0.89,1,0.8208901963451323,1,81
3,0.24798688924342938,2,13,0.3508135583125911,0.98,0,0.7464095792029163,6,81
3,0.18972974800470832,2,3,0.7605960580210046,0.72,2,0.12260586705174814,3,50
3,0.04073258154846526,1,20,0.3189740009320139,0.79,3,0.05366297353480409,4,92
9,0.33555795249511877,2,1,0.9606844602135598,0.83,0,0.08665167300935717,0,50
6,0.3162181117011278,2,8,0.7571683181118413,0.86,5,0.0046241023125912495,6,98
9,0.0005090354671606345,3,4,0.32730801101635953,0.85,0,0.5754734509561439,2,50
9,0.8520078838196877,1,5,0.47895347291801216,0.99,5,0.45497902787085287,7,87
4,0.30864073383343926,3,18,0.04366093427499196,0.89,2,0.8489345764557706,3,96
5,0.48918935363660243,1,6,0.19391406725112936,0.73,5,0.35571228120542076,6,82
9,0.3918168546397115,3,7,0.31900918531640865,0.87,4,0.5004858469765702,2,95
1,0.6143785119013415,2,17,0.7807610658548803,1.11,4,0.7128638459477603,1,91
6,0.07849037975246709,1,0,0.9644545926825334,0.94,4,0.09151444362282157,7,96
1,0.3212443894834066,0,20,0.04664733050642589,1.28,4,0.49127996258018236,0,50
8,0.8635782413421341,5,12,0.27606016494429386,0.99,3,0.09879479859981743,7,100
4,0.8294940085326934,5,20,0.580317782900018,0.76,5,0.6448537332409638,6,89
5,0.8187492697039868,5,14,0.15087039516415024,0.73,3,0.6554829691400696,6,86
10,0.50380137052806,1,5,0.4544900961875441,1.13,4,0.8745897095450139,2,92
2,0.2582609722948326,0,17,0.9396138703186167,1.11,1,0.7877947548637998,10,97
6,0.9451409903290018,3,10,0.7311288345499726,0.8,1,0.060457057932523206,5,96
6,0.770705570656629,2,13,0.936270293679479,1.22,2,0.10394411934897407,3,92
4,0.04228777524788141,5,20,0.6499072481009042,0.71,2,0.3172839501797744,10,87
9,0.2898745767278661,1,5,0.905975508121418,0.72,4,0.7069444800316677,5,83
7,0.501408479884384,3,11,0.03754292110387725,1.1,1,0.5572640767254389,5,94
7,0.07734728509934241,3,4,0.9799906680094089,1.04,2,0.9839888141282876,1,97
3,0.18146975262802767,1,8,0.3783538100882672,0.72,5,0.5919210638731451,7,97
3,0.17514776699101964,2,18,0.37615366466076183,1.15,0,0.8418930552934129,0,50
7,0.41438891622901397,5,2,0.010200514625080537,0.81,3,0.7427264231991159,7,83
8,0.3793995023970498,1,18,0.7450741808173516,0.74,0,0.3064911010540361,2,87
1,0.8267329723861981,4,4,0.4472595160167846,0.75,4,0.1344210481171665,10,96
5,0.6737827790694983,5,18,0.6621760016069308,1.01,0,0.790111343918573,5,91
10,0.4404356044358354,5,16,0.4543940040490406,0.97,0,0.2311261022550073,9,92
9,0.05868747865079338,2,13,0.19520357683222822,1.14,0,0.23254626144411816,2,50
6,0.7868619583242936,3,15,0.37138994227557964,1.12,4,0.6049691681311696,4,84
4,0.7876249163446998,1,10,0.49427977934322387,0.71,5,0.7325778101976298,0,82
0,0.08630489615587733,1,6,0.18583585300031813,0.96,2,0.7146037066688186,8,50
0,0.024045808265902524,3,12,0.8850956067604875,1.12,2,0.21358905950288865,7,82
9,0.8790421310530965,5,4,0.03311432925268731,0.87,2,0.261815147238028,1,100
3,0.07060548589022964,0,16,0.6479373453934744,1.01,4,0.8669340287313678,4,88
10,0.2265382964280902,2,1,0.8134075748287114,1.08,1,0.18101675369847992,10,94
8,0.22391350618667183,2,5,0.9794011947999115,1.02,5,0.17074375079690796,7,84
7,0.7002038491020631,5,0,0.5733083521205191,0.95,2,0.6251401748023796,5,84
4,0.6005690619174631,5,12,0.2764481479959343,1.23,0,0.9956222465437444,10,87
1,0.6381510671844709,3,17,0.4768400625980541,0.94,0,0.02140047667510503,6,100
2,0.10985458819456362,3,5,0.15508137942641542,0.8,2,0.1543533942422468,4,50
1,0.46593818052593927,5,19,0.743942099467949,1.19,4,0.6004731195874423,8,95
2,0.6522312736359356,0,20,0.6471462041183014,0.95,3,0.09401190599448617,8,98
2,0.4917217570916864,2,19,0.6051275808403968,0.98,5,0.9499741509151753,1,98
1,0.8282599732701265,0,13,0.7658034529015264,0.7,4,0.17321167603907672,7,90
4,0.4803189844690421,0,17,0.417680426467095,1.17,3,0.5969345321253015,3,95
0,0.0944048587814742,3,15,0.3386838059059717,1.18,3,0.7943361135344469,2,88
5,0.029402282673766766,1,7,0.6823326034133221,1.19,1,0.2887995922718791,9,92
7,0.10641919605345129,1,20,0.4966379918617372,0.93,2,0.9378484430647696,6,91
2,0.6603154214489769,5,20,0.9375401289973863,1.29,3,0.44538563640140005,7,81
9,0.09254734365936212,0,3,0.5522467710525409,1.0,0,0.6754329673567322,0,50
6,0.3461218950791929,3,12,0.894008778396603,1.29,0,0.8053369199259766,0,82
10,0.8987017097795628,1,12,0.7857441268109698,1.18,2,0.8083169955206752,7,97
5,0.28564678590073467,2,17,0.4185416921425499,1.12,4,0.3972800089887317,4,81
0,0.3408661304087752,1,16,0.2685926935287519,0.71,1,0.19404459588585832,0,50
9,0.435763413865329,2,16,0.36169743472287674,0.72,2,0.931933059279181,0,94
7,0.7362861004778063,4,15,0.24484121158660022,0.96,4,0.1986093028592153,0,91
3,0.05045688341360566,1,20,0.819052425102733,0.76,0,0.40880126074153544,6,100
9,0.8391307955062297,4,4,0.12727077373582418,1.23,4,0.8826150250620942,1,83
8,0.23795210766195152,4,11,0.31262450087241245,0.91,5,0.03649840574814811,10,100
1,0.19386980748702287,2,8,0.9959839968003275,1.23,5,0.11736124682779514,8,95
0,0.006855925955578157,5,13,0.9137220117261582,1.14,1,0.9626766833113174,0,92
1,0.22254683367188965,1,1,0.5963232338643716,1.06,2,0.2318872766821407,8,50
3,0.40141428615502905,3,7,0.6677789948066014,1.11,1,0.9430284491600067,9,92
2,0.3873144113600443,3,9,0.43686502936837246,0.89,0,0.1276984795033126,3,50
6,0.28971639075524125,3,12,0.04515016737437494,1.29,3,0.9078880919394026,4,81
5,0.30726310357789755,0,17,0.24782204874955982,1.21,4,0.3467939223577484,7,87
1,0.015186141941619824,5,0,0.8167272018626798,1.09,5,0.19219505098147538,2,82
5,0.8076321974006775,5,11,0.5872949314810294,0.78,2,0.24243491503967174,5,83
5,0.09705155328543202,5,16,0.26696157331575776,1.03,1,0.6636541488501105,7,89
3,0.13600676763881248,4,3,0.11047196101496326,0.74,1,0.2977724227767262,8,50
8,0.8917178277473901,4,10,0.9382745425598881,1.21,1,0.08794025823853424,7,83
8,0.9226821789365633,0,3,0.6012048267938017,0.82,1,0.7075221224663388,4,97
9,0.0883783176190196,3,11,0.009310109639291575,1.14,5,0.8569491635951667,1,100
5,0.10619722158478206,4,13,0.32215615112025686,0.76,3,0.17879978701899968,1,86
5,0.1354853406449802,1,11,0.7145845297129345,1.11,1,0.6403156021669455,0,50
6,0.9085457134436604,5,14,0.6088754277801368,0.72,1,0.82442866501809,1,89
3,0.875079542773234,5,4,0.45013084014816596,0.7,0,0.04348132570249552,6,94
6,0.6525267076350151,2,19,0.5360228345169473,0.92,5,0.31915769408071404,5,91
7,0.269362897824053,5,7,0.563411772447371,0.95,2,0.7314997067578469,0,95
6,0.8517626982614306,5,8,0.10826793897985676,0.78,2,0.5572389968641176,2,86
7,0.2008133989482509,0,20,0.22585926003529422,1.19,4,0.2722159608734588,9,97
7,0.8214185052417756,0,3,0.040934221760691614,1.16,5,0.09118116605452986,5,88
4,0.14164464293226597,4,15,0.7146103429553597,0.79,0,0.5932808054832558,9,88
0,0.17412250487367686,0,11,0.37055451032756836,0.85,0,0.9409255009477044,5,50
9,0.3072450699371502,5,13,0.5716233479922354,0.76,5,0.33802708470205944,10,86
5,0.9545791193578468,2,5,0.1692756883356208,1.04,1,0.03365696815859198,3,50
2,0.527092119210895,3,12,0.9100163739400198,0.72,1,0.40648413657825444,7,91
2,0.8163080274204858,2,1,0.1817785133307197,0.9,2,0.42708610096036514,7,88
1,0.2424505934243596,2,1,0.7960128009830659,0.88,1,0.581431137837494,6,50
9,0.9972398427073006,4,0,0.017468461361269783,0.96,5,0.6379612703725633,6,96
0,0.1603064036891264,3,13,0.7589864441476493,1.13,5,0.3812538354768068,4,100
6,0.691797615362769,3,17,0.3990003786726328,1.22,3,0.4463092628540358,1,84
3,0.765829108041982,1,19,0.1467409012787544,0.75,2,0.3636338790060609,6,89
5,0.5991416330090213,2,11,0.6165249785943763,1.29,5,0.24232437022710784,8,99
8,0.8031488985085053,2,12,0.2397724758760793,0.84,3,0.8988736989597016,9,84
3,0.9415085893617597,1,6,0.38955710087468276,1.26,3,0.20187847650221824,6,89
2,0.6899443229912021,2,16,0.32969675834670986,1.23,4,0.9684694696598434,3,89
8,0.3555753304866538,2,3,0.9773772257979382,1.15,3,0.15641913071663816,0,84
6,0.8282055361565767,0,14,0.10883424393266317,0.84,2,0.6793307754907771,7,89
6,0.16420398369694178,0,5,0.4512412395539951,0.73,1,0.6703286470250925,0,50
2,0.8814327613240057,3,8,0.39493425382589464,0.86,3,0.7946147184738311,0,98
6,0.8437902963641163,3,2,0.5917781685208091,0.99,3,0.6896360580153286,1,87
8,0.9638193969543437,2,13,0.5887344089740175,0.8,3,0.58292695679838,4,91
6,0.23383148186015523,2,19,0.36620473890725214,1.09,4,0.03649410450946422,10,99
4,0.15342819920910622,3,19,0.2873534918900523,1.18,4,0.3078495205815469,10,92
3,0.2548643250145767,2,18,0.5214394665954192,1.25,5,0.7363270484327691,8,95
2,0.9970143466579241,1,1,0.7834419467297531,0.89,2,0.17775828269758875,8,92
9,0.4891814425622696,4,7,0.2721819394131858,1.06,0,0.9596372688754524,3,90
5,0.7721250385252906,4,1,0.38964159209531024,1.27,0,0.1445732637761331,6,82
3,0.2811267025867368,4,7,0.01226111270993857,0.89,1,0.5900911690386486,9,81
6,0.5466800503393773,2,12,0.5474596724659471,0.85,4,0.7190504537126018,4,83
5,0.041420090396457,0,5,0.4439720939798578,0.97,2,0.6351875959021087,8,100
5,0.14605143435054735,3,7,0.4612982397629858,1.01,5,0.8584554749893034,0,84
9,0.39838391678104756,0,12,0.7717689908112662,1.12,0,0.5705779016758076,2,92
3,0.6249632104569143,0,20,0.46434594959001296,0.74,4,0.9698772829203434,10,98
5,0.5060234963646283,3,1,0.8045066954878537,0.8,3,0.7758923256035899,3,96
1,0.6403498475704676,5,11,0.6547661750849918,0.89,3,0.8948590079113077,7,92
7,0.037806455617996115,5,16,0.1267057042834735,1.15,1,0.7340599884197498,6,84
2,0.9448770796992516,0,13,0.6354329891753281,1.17,3,0.5075654392463502,7,100
1,0.4353635084166586,4,14,0.28019977239992266,1.21,5,0.8182748848927407,2,81
2,0.254522845622986,5,11,0.08332761670731847,0.71,1,0.39545729858175327,5,98
3,0.3075035089862289,5,16,0.7245545329102605,1.17,5,0.7480691719876903,7,96
1,0.2752571218094523,1,11,0.34897957419514924,0.98,1,0.12711008279752456,3,50
6,0.16814688234827968,0,9,0.26563164039470843,0.96,1,0.06732035722185348,2,50
6,0.574234392712386,0,8,0.024803206909070563,1.28,0,0.7190785153302367,0,50
0,0.5366706314927522,4,15,0.010540208998083944,1.09,3,0.7393611296723586,6,86
10,0.02174375476425161,0,11,0.45083753434231877,1.2,3,0.9752233744764309,5,90
4,0.3938993810591932,4,13,0.06162563514847008,0.71,1,0.9364506289324647,9,81
8,0.08703195767300387,5,6,0.6722739575717911,1.12,0,0.6835710537213627,2,97
0,0.07737673591580563,4,15,0.33159972105328206,1.1,2,0.5487836282087155,0,50
5,0.25812222877666224,3,8,0.5621585046464956,0.7,4,0.3630421045749408,8,94
8,0.6025375173682909,0,0,0.21658626221569222,1.02,4,0.8015280016689419,4,94
6,0.7371888481480966,3,20,0.39652342867383217,0.71,2,0.9145541816881783,9,98
9,0.025772711194173903,2,8,0.5255681044031201,1.07,2,0.25893556213430324,1,50
6,0.18330216400797528,5,6,0.5459056278952648,0.74,2,0.09011303309284102,9,99
2,0.6191782799896894,4,5,0.9576015176436595,1.24,4,0.6489115480859596,8,83
5,0.7446982332426813,2,11,0.8859698732091399,1.04,2,0.9325155564251343,7,84
1,0.5156621553435192,0,14,0.9685290328196794,0.94,0,0.981327491677311,6,96
5,0.8172738909788774,5,0,0.6104417798254987,0.95,1,0.806405742382722,6,85
10,0.7222779487057207,5,9,0.2194628443580593,0.88,0,0.2357027540487978,6,83
4,0.5431855795684195,2,3,0.26098791604099325,0.83,0,0.564994149242106,6,50
4,0.052975477874149246,4,14,0.6250196927986442,1.17,4,0.4475719975079133,6,99
1,0.3335984036445395,5,10,0.7247225196226794,0.9,4,0.6504772592764649,5,81
3,0.054905558604823046,3,4,0.44049277491708483,0.9,5,0.247539358263415,1,50
8,0.5021454543546733,2,6,0.02095880565641095,0.81,2,0.9396389831141203,9,96
0,0.5613969147284363,2,0,0.2689461768187754,0.98,2,0.5154813845540602,9,91
5,0.356498372100567,3,11,0.816053059483321,0.8,5,0.01880332440612431,8,90
7,0.9608948147859173,3,3,0.2228504747009683,0.79,0,0.060764289379369285,7,85
0,0.9501597901111167,3,0,0.21311635724779654,0.88,5,0.4096604876213775,0,92
10,0.7780091561553788,0,18,0.42571104768777623,0.79,3,0.8869608967643641,8,82
6,0.07327063599833972,1,4,0.1666273990914432,1.19,0,0.4909868350297544,10,50
0,0.5565209438956541,2,10,0.5014024069581682,1.24,1,0.16772266101446676,3,50
5,0.3306330571103753,3,4,0.8759650063453164,0.88,1,0.3918153732412153,9,89
6,0.683090378575921,0,20,0.36246645576978787,0.9,5,0.47972288634520655,2,97
9,0.16717198667814404,5,11,0.20773205463533728,1.27,0,0.8753208254515226,2,95
5,0.6261236043526912,0,13,0.7023911249625199,1.25,0,0.06634138577660365,0,50
5,0.005469206133488003,2,13,0.9963475927565645,0.71,4,0.3887991213024382,1,100
9,0.7302137464138274,5,9,0.3633012949372991,0.99,0,0.9701588631640943,2,92
3,0.3540747574957861,4,7,0.4921548065815291,1.25,4,0.5048387448918328,2,96
4,0.42500759990026826,0,7,0.29588377142538125,0.76,0,0.08467194821440849,0,20
4,0.450403214116046,4,5,0.5976116045106354,1.1,0,0.8363961968799712,10,92
10,0.5481286491292657,3,12,0.6701846680510121,0.74,5,0.035493785976507986,8,91
8,0.5273912704695372,0,2,0.9539592489389536,1.09,1,0.4384461331745716,0,50
3,0.5929715911172628,5,3,0.03986294632689269,0.8,5,0.1470625026686342,1,90
5,0.672079033487584,5,2,0.5581390111523705,1.18,2,0.03744806656384558,5,89
3,0.3966214029399593,3,11,0.4056368817097443,1.15,3,0.33364971718800995,3,83
4,0.28359537935756296,5,8,0.04308016826871497,1.14,5,0.38568675687117326,8,98
